ubigeo,neighbor_ubigeo
081202,080206
081202,081102
081202,081201
081202,081207
081202,081208
081203,081106
081203,081209
081203,170203
081203,170204
081203,210303
081203,210308
081203,210309
081204,081101
081204,081106
081204,081205
081204,081210
081205,081101
081205,081102
081205,081104
081205,081105
081205,081201
081205,081204
081205,081210
081205,081212
081206,080207
081206,080602
081206,080605
081206,081210
081206,081212
081207,080201
081207,080206
081207,081201
081207,081202
081207,081212
081208,080104
081208,080206
081208,080406
081208,081001
081208,081009
081208,081102
081208,081202
081208,081211
081209,080605
081209,081106
081209,081203
081209,081210
081209,210305
081209,210308
081210,080605
081210,081106
081210,081204
081210,081205
081210,081206
081210,081209
081210,081212
081211,080104
081211,080107
081211,080406
081211,081208
081212,080201
081212,080207
081212,081201
081212,081205
081212,081206
081212,081207
081212,081210
081301,080401
081301,080404
081301,081303
081301,081305
081301,081306
081301,081307
081302,080101
081302,080301
081302,080303
081302,080401
081302,080402
081302,081303
081302,081305
081303,080401
081303,081301
081303,081302
081303,081305
081303,081307
081304,080306
081304,080307
081304,080903
081304,080908
081304,081306
081305,080301
081305,080305
081305,081301
081305,081302
081305,081303
081305,081306
081305,081307
081306,080305
081306,080306
081306,080404
081306,080903
081306,080905
081306,081301
081306,081304
081306,081305
081307,080401
081307,081301
081307,081303
081307,081305
090101,090103
090101,090106
090101,090114
090101,090117
090101,090118
090101,090304
090101,090401
090101,090411
090102,090110
090102,090113
090102,090116
090102,090118
090102,090405
090102,120108
090102,151006
090102,151012
090102,151019
090102,151031
090103,090101
090103,090111
090103,090114
090103,090117
090103,090119
090103,090202
090103,090206
090103,090502
090103,090701
090103,090704
090103,090705
090104,090105
090104,090108
090104,090109
090104,090112
090104,090119
090105,090104
090105,090108
090105,090112
090105,090115
090105,090702
090106,090101
090106,090301
090106,090304
090106,090411
090106,090607
090107,090112
090107,090116
090107,120104
090107,120105
090107,120112
090108,090104
090108,090105
090108,090119
090108,090702
090109,090104
090109,090110
090109,090112
090109,090113
090109,090119
090110,090102
090110,090109
090110,090112
090110,090113
090110,090116
090111,090103
090111,090119
090111,090704
090112,090104
090112,090105
090112,090107
090112,090109
090112,090110
090112,090115
090112,090116
090112,090710
090112,120112
090113,090102
090113,090109
090113,090110
090113,090118
090113,090119
090114,090101
090114,090103
090114,090118
090114,090119
090115,090105
090115,090112
090115,090702
090115,090710
090115,120112
090116,090102
090116,090107
090116,090110
090116,090112
090116,120105
090116,120108
090117,090101
090117,090103
090117,090203
090117,090206
090117,090302
090117,090304
090118,090101
090118,090102
090118,090113
090118,090114
090118,090119
090118,090401
090118,090403
090118,090405
090119,090103
090119,090104
090119,090108
090119,090109
090119,090111
090119,090113
090119,090114
090119,090118
090119,090702
090119,090704
090201,090203
090201,090204
090201,090207
090201,090208
090201,090303
090201,090306
090201,090307
090201,090504
090201,090506
090202,090103
090202,090206
090202,090208
090202,090502
090203,090117
090203,090201
090203,090206
090203,090208
090203,090302
090203,090303
090203,090308
090204,090201
090204,090205
090204,090207
090204,090306
090204,090309
090204,090506
090205,050405
090205,090204
090205,090305
090205,090306
090205,090309
090205,090505
090205,090506
090205,090508
090206,090103
090206,090117
090206,090202
090206,090203
090206,090208
090207,090201
090207,090204
090207,090306
090208,090201
090208,090202
090208,090203
090208,090206
090208,090502
090208,090504
090301,050114
090301,090106
090301,090302
090301,090304
090301,090306
090301,090307
090301,090308
090301,090311
090301,090312
090301,090607
090302,090117
090302,090203
090302,090301
090302,090304
090302,090308
090303,090201
090303,090203
090303,090307
090303,090308
090304,090101
090304,090106
090304,090117
090304,090301
090304,090302
090305,050109
090305,050111
090305,050401
090305,050404
090305,050405
090305,090205
090305,090309
090306,090201
090306,090204
090306,090205
090306,090207
090306,090301
090306,090307
090306,090309
090306,090312
090307,090201
090307,090301
090307,090303
090307,090306
090307,090308
090307,090312
090308,090203
090308,090301
090308,090302
090308,090303
090308,090307
090309,050111
090309,090204
090309,090205
090309,090305
090309,090306
090309,090310
090309,090312
090310,050111
090310,090309
090310,090311
090310,090312
090311,050109
090311,050111
090311,050114
090311,090301
090311,090310
090311,090312
090312,090301
090312,090306
090312,090307
090312,090309
090312,090310
090312,090311
090401,090101
090401,090118
090401,090402
090401,090403
090401,090406
090401,090407
090401,090409
090401,090411
090401,090413
090401,090607
090401,090610
090402,090401
090402,090403
090402,090404
090402,090407
090402,090410
090402,090412
090403,090118
090403,090401
090403,090402
090403,090405
090403,090412
090404,090402
090404,090407
090404,090409
090404,090410
090404,110202
090404,110205
090404,110502
090405,090102
090405,090118
090405,090403
090405,090412
090405,110209
090405,151019
090405,151020
090405,151032
090406,090401
090406,090409
090406,090413
090407,090401
090407,090402
090407,090404
090407,090409
090407,090410
090408,090410
090408,090412
090408,110208
090408,110209
090409,090401
090409,090404
090409,090406
090409,090407
090409,090413
090409,110502
090410,090402
090410,090404
090410,090407
090410,090408
090410,090412
090410,110202
090410,110208
090411,090101
090411,090106
090411,090401
090411,090607
090412,090402
090412,090403
090412,090405
090412,090408
090412,090410
090412,110209
090413,090401
090413,090406
090413,090409
090413,090609
090413,090610
090413,110502
090501,050406
090501,090504
090501,090505
090501,090506
090501,090507
090501,090508
090501,090509
090502,090103
090502,090202
090502,090208
090502,090503
090502,090504
090502,090507
090502,090705
090503,050402
090503,090502
090503,090507
090503,090510
090503,090705
090504,090201
090504,090208
090504,090501
090504,090502
090504,090506
090504,090507
090505,050405
090505,050406
090505,090205
090505,090501
090505,090508
090506,090201
090506,090204
090506,090205
090506,090501
090506,090504
090506,090508
090507,090501
090507,090502
090507,090503
090507,090504
090507,090509
090507,090510
090508,090205
090508,090501
090508,090505
090508,090506
090509,050402
090509,050406
090509,090501
090509,090507
090509,090510
090510,050402
090510,090503
090510,090507
090510,090509
090601,090602
090601,090604
090601,090609
090601,090610
090601,090613
090601,090616
090601,110109
090601,110502
090602,090601
090602,090611
090602,090613
090602,090615
090602,090616
090603,090605
090603,090606
090603,090612
090603,110114
090603,110405
090604,090601
090604,090609
090604,090610
090605,090603
090605,090606
090605,090608
090605,090612
090605,090613
090606,050607
090606,090603
090606,090605
090606,090608
090606,090614
090606,110405
090607,050114
090607,050205
090607,050301
090607,050304
090607,051012
090607,090106
090607,090301
090607,090401
090607,090411
090607,090608
090607,090610
090607,090613
090607,090615
090607,090616
090608,050301
090608,090605
090608,090606
090608,090607
090608,090613
090608,090614
090609,090413
090609,090601
090609,090604
090609,090610
090609,110502
090610,090401
090610,090413
090610,090601
090610,090604
090610,090607
090610,090609
090610,090616
090611,090602
090611,090613
090611,090615
090612,090603
090612,090605
090612,090613
090612,110114
090613,090601
090613,090602
090613,090605
090613,090607
090613,090608
090613,090611
090613,090612
090613,090615
090613,110109
090613,110114
090614,050301
090614,050607
090614,050610
090614,090606
090614,090608
090615,090602
090615,090607
090615,090611
090615,090613
090615,090616
090616,090601
090616,090602
090616,090607
090616,090610
090616,090615
090701,090103
090701,090704
090701,090705
090701,090706
090701,090709
090702,090105
090702,090108
090702,090115
090702,090119
090702,090703
090702,090704
090702,090710
090702,090711
090703,090702
090703,090704
090703,090709
090703,090711
090704,090103
090704,090111
090704,090119
090704,090701
090704,090702
090704,090703
090704,090709
090705,050402
090705,090103
090705,090502
090705,090503
090705,090701
090705,090706
090705,090717
090705,090718
090706,090701
090706,090705
090706,090709
090706,090713
090706,090714
090706,090717
090707,090717
090707,090718
090707,120124
090707,120135
090707,120606
090709,090701
090709,090703
090709,090704
090709,090706
090709,090711
090709,090714
090709,090716
090709,120126
090710,090112
090710,090115
090710,090702
090710,090711
090710,120112
090710,120113
090711,090702
090711,090703
090711,090709
090711,090710
090711,120113
090711,120126
090713,090706
090713,090714
090713,090717
090714,090706
090714,090709
090714,090713
090714,090715
090714,090716
090714,090717
090715,090714
090715,090716
090715,090717
090715,120124
090716,090709
090716,090714
090716,090715
090716,120101
090716,120124
090716,120126
090716,120133
090717,090705
090717,090706
090717,090707
090717,090713
090717,090714
090717,090715
090717,090718
090717,120124
090718,050402
090718,090705
090718,090707
090718,090717
090718,120606
100101,100102
100101,100106
100101,100107
100101,100109
100101,100111
100102,100101
100102,100109
100102,100111
100102,100204
100102,100803
100102,100804
100103,100104
100103,100311
100103,100602
100103,100606
100103,100802
100103,100804
100104,100103
100104,100109
100104,100311
100104,100804
100104,101104
100105,100106
100105,100108
100105,100110
100105,100203
100105,101001
100105,101003
100105,101006
100105,101007
100105,101105
100105,101108
100106,100101
100106,100105
100106,100107
100106,100108
100106,100109
100106,100110
100106,101105
100107,100101
100107,100106
100107,100108
100107,100111
100108,100105
100108,100106
100108,100107
100108,100110
100108,100111
100108,100202
100108,100203
100108,100205
100109,100101
100109,100102
100109,100104
100109,100106
100109,100804
100109,101101
100109,101104
100109,101105
100110,100105
100110,100106
100110,100108
100111,100101
100111,100102
100111,100107
100111,100108
100111,100204
100111,100205
100201,100204
100201,100205
100201,100207
100201,100208
100201,100801
100201,100803
100202,100108
100202,100203
100202,100205
100202,100206
100202,190204
100203,100105
100203,100108
100203,100202
100203,101007
100203,190204
100204,100102
100204,100111
100204,100201
100204,100205
100204,100208
100204,100803
100205,100108
100205,100111
100205,100201
100205,100202
100205,100204
100205,100206
100205,100207
100206,100202
100206,100205
100206,100207
100206,190106
100206,190202
100206,190204
100206,190206
100207,100201
100207,100205
100207,100206
100207,100801
100207,190103
100207,190106
100207,190110
100208,100201
100208,100204
100208,100803
100301,020508
100301,100317
100301,100322
100301,101005
100301,101106
100307,100311
100307,100313
100307,100323
100307,101104
100307,101107
100311,100103
100311,100104
100311,100307
100311,100313
100311,100316
100311,100504
100311,100507
100311,100606
100311,101104
100313,020508
100313,100307
100313,100311
100313,100316
100313,100317
100313,100321
100313,100322
100313,100323
100313,100501
100316,100311
100316,100313
100316,100501
100316,100504
100317,020508
100317,100301
100317,100313
100317,100321
100317,100322
100321,100313
100321,100317
100321,100322
100322,100301
100322,100313
100322,100317
100322,100321
100322,100323
100322,101106
100322,101107
100323,100307
100323,100313
100323,100322
100323,101107
100401,020301
100401,020303
100401,021010
100401,100403
100401,100404
100401,100702
100402,020702
100402,021303
100402,021304
100402,100404
100402,100702
100402,100703
100403,021006
100403,021010
100403,100401
100403,100502
100403,100505
100403,100507
100403,100604
100403,100702
100404,020301
100404,020303
100404,020702
100404,100401
100404,100402
100404,100702
100501,020508
100501,021014
100501,021015
100501,100313
100501,100316
100501,100504
100501,100509
100502,021006
100502,021013
100502,100403
100502,100505
100503,021013
100503,100504
100503,100506
100503,100508
100503,100510
100503,100511
100504,100311
100504,100316
100504,100501
100504,100503
100504,100506
100504,100507
100504,100509
100504,100511
100505,021013
100505,100403
100505,100502
100505,100507
100505,100511
100506,021005
100506,021011
100506,021015
100506,100503
100506,100504
100506,100508
100506,100509
100506,100510
100507,100311
100507,100403
100507,100504
100507,100505
100507,100511
100507,100601
100507,100604
100507,100606
100508,100503
100508,100506
100508,100510
100509,021015
100509,100501
100509,100504
100509,100506
100510,021002
100510,021005
100510,021006
100510,021013
100510,100503
100510,100506
100510,100508
100511,021013
100511,100503
100511,100504
100511,100505
100511,100507
100601,100507
100601,100604
100601,100605
100601,100606
100602,100103
100602,100603
100602,100605
100602,100606
100602,100802
100602,100902
100602,250301
100603,100602
100603,100604
100603,100605
100603,250301
100604,100403
100604,100507
100604,100601
100604,100603
100604,100605
100604,100702
100604,160601
100604,220202
100604,221002
100604,250301
100605,100601
100605,100602
100605,100603
100605,100604
100605,100606
100606,100103
100606,100311
100606,100507
100606,100601
100606,100602
100606,100605
100701,021304
100701,021603
100701,021604
100701,100702
100701,100703
100701,130801
100701,130804
100701,221004
100702,100401
100702,100402
100702,100403
100702,100404
100702,100604
100702,100701
100702,100703
100702,221002
100702,221004
100702,221005
100703,021304
100703,100402
100703,100701
100703,100702
100801,100201
100801,100207
100801,100802
100801,100803
100801,100804
100801,190110
100801,190305
100802,100103
100802,100602
100802,100801
100802,100804
100802,100902
100802,190305
100803,100102
100803,100201
100803,100204
100803,100208
100803,100801
100803,100804
100804,100102
100804,100103
100804,100104
100804,100109
100804,100801
100804,100802
100804,100803
100901,100902
100901,100904
100901,100905
100901,250103
100901,250302
100902,100602
100902,100802
100902,100901
100902,100905
100902,190304
100902,190305
100902,190306
100902,250301
100902,250302
100903,100904
100903,250102
100903,250103
100903,250104
100903,250107
100904,100901
100904,100903
100904,250102
100904,250103
100904,250302
100905,100901
100905,100902
100905,190306
100905,250103
101001,020513
101001,100105
101001,101002
101001,101003
101001,101004
101001,101007
101001,150301
101001,150302
101002,020508
101002,101001
101002,101003
101002,101004
101002,101005
101003,100105
101003,101001
101003,101002
101003,101005
101003,101006
101004,020508
101004,020509
101004,020513
101004,101001
101004,101002
101005,020508
101005,100301
101005,101002
101005,101003
101005,101006
101005,101102
101005,101103
101005,101106
101005,101108
101006,100105
101006,101003
101006,101005
101006,101108
101007,100105
101007,100203
101007,101001
101007,150301
101007,150901
101007,190201
101007,190204
101007,190205
101007,190207
101101,100109
101101,101102
101101,101104
101101,101105
101101,101106
101101,101108
101102,101005
101102,101101
101102,101103
101102,101106
101102,101108
101103,101005
101103,101102
101103,101108
101104,100104
101104,100109
101104,100307
101104,100311
101104,101101
101104,101106
101104,101107
101105,100105
101105,100106
101105,100109
101105,101101
101105,101108
101106,100301
101106,100322
101106,101005
101106,101101
101106,101102
101106,101104
101106,101107
101107,100307
101107,100322
101107,100323
101107,101104
101107,101106
101108,100105
101108,101005
101108,101006
101108,101101
101108,101102
101108,101103
101108,101105
110101,110102
110101,110103
110101,110104
110101,110106
110101,110107
110101,110110
110101,110111
110101,110112
110101,110505
110102,110101
110102,110103
110102,110106
110102,110109
110102,110110
110102,110114
110103,110101
110103,110102
110103,110106
110103,110107
110103,110114
110104,110101
110104,110111
110105,110107
110105,110111
110105,110113
110105,110114
110106,110101
110106,110102
110106,110103
110107,110101
110107,110103
110107,110105
110107,110111
110107,110113
110107,110114
110108,110109
110108,110110
110108,110112
110108,110503
110108,110505
110108,110506
110109,090601
110109,090613
110109,110102
110109,110108
110109,110110
110109,110114
110109,110502
110109,110503
110110,110101
110110,110102
110110,110108
110110,110109
110110,110112
110111,110101
110111,110104
110111,110105
110111,110107
110111,110113
110111,110114
110111,110302
110111,110404
110111,110405
110112,110101
110112,110108
110112,110110
110112,110505
110113,110105
110113,110107
110113,110111
110114,090603
110114,090612
110114,090613
110114,110102
110114,110103
110114,110105
110114,110107
110114,110109
110114,110111
110114,110405
110201,110202
110201,110203
110201,110204
110201,110206
110201,110207
110201,110208
110201,110210
110202,090404
110202,090410
110202,110201
110202,110204
110202,110205
110202,110208
110203,110201
110203,110207
110203,110208
110203,110209
110203,150501
110203,150508
110203,150511
110203,151005
110203,151009
110204,110201
110204,110202
110204,110205
110204,110210
110204,110211
110205,090404
110205,110202
110205,110204
110205,110502
110205,110503
110205,110504
110205,110507
110206,110201
110206,110207
110206,110210
110206,110211
110206,150501
110207,110201
110207,110203
110207,110206
110207,150501
110207,150508
110208,090408
110208,090410
110208,110201
110208,110202
110208,110203
110208,110209
110209,090405
110209,090408
110209,090412
110209,110203
110209,110208
110209,151005
110209,151020
110210,110201
110210,110204
110210,110206
110210,110211
110211,110204
110211,110206
110211,110210
110301,050609
110301,110302
110301,110303
110301,110304
110301,110305
110302,110111
110302,110301
110302,110303
110302,110304
110302,110402
110302,110404
110303,050609
110303,050612
110303,050613
110303,110301
110303,110302
110303,110402
110304,040305
110304,040311
110304,050621
110304,110301
110304,110302
110304,110305
110305,050609
110305,050621
110305,110301
110305,110304
110401,050608
110401,050610
110401,050612
110401,110402
110401,110403
110402,050612
110402,110302
110402,110303
110402,110401
110402,110403
110402,110404
110403,050607
110403,050610
110403,110401
110403,110402
110403,110404
110403,110405
110404,110111
110404,110302
110404,110402
110404,110403
110404,110405
110405,050607
110405,090603
110405,090606
110405,110111
110405,110114
110405,110403
110405,110404
110501,110506
110501,110507
110501,110508
110502,090404
110502,090409
110502,090413
110502,090601
110502,090609
110502,110109
110502,110205
110502,110503
110503,110108
110503,110109
110503,110205
110503,110502
110503,110504
110503,110506
110503,110507
110503,110508
110504,110205
110504,110503
110504,110507
110505,110101
110505,110108
110505,110112
110505,110506
110506,110108
110506,110501
110506,110503
110506,110505
110506,110508
110507,110205
110507,110501
110507,110503
110507,110504
110507,110508
110508,110501
110508,110503
110508,110506
110508,110507
120101,090716
120101,120107
120101,120114
120101,120124
120101,120133
120101,120905
120104,090107
120104,120105
120104,120112
120105,090107
120105,090116
120105,120104
120105,120106
120105,120108
120105,120112
120105,120120
120106,120105
120106,120108
120106,120112
120106,120120
120106,120903
120106,120909
120107,120101
120107,120119
120107,120133
120107,120905
120107,120908
120108,090102
120108,090116
120108,120105
120108,120106
120108,120120
120108,120909
120108,151016
120108,151018
120108,151031
120111,120112
120111,120113
120111,120116
120111,120121
120111,120136
120111,120903
120111,120908
120112,090107
120112,090112
120112,090115
120112,090710
120112,120104
120112,120105
120112,120106
120112,120111
120112,120113
120112,120903
120113,090710
120113,090711
120113,120111
120113,120112
120113,120116
120113,120126
120113,120133
120114,120101
120114,120117
120114,120124
120114,120125
120114,120128
120114,120129
120114,120132
120114,120206
120114,120905
120116,120111
120116,120113
120116,120126
120116,120133
120116,120136
120117,120114
120117,120129
120117,120132
120117,120134
120119,120107
120119,120121
120119,120133
120119,120908
120120,120105
120120,120106
120120,120108
120121,120111
120121,120119
120121,120133
120121,120136
120121,120908
120122,120127
120122,120128
120122,120130
120122,120206
120124,090707
120124,090715
120124,090716
120124,090717
120124,120101
120124,120114
120124,120135
120124,120203
120124,120206
120125,120114
120125,120129
120125,120134
120125,120901
120125,120905
120126,090709
120126,090711
120126,090716
120126,120113
120126,120116
120126,120133
120127,120122
120127,120130
120127,120201
120127,120206
120127,120207
120127,120215
120128,120114
120128,120122
120128,120130
120128,120132
120128,120206
120129,120114
120129,120117
120129,120125
120129,120134
120130,120122
120130,120127
120130,120128
120130,120132
120130,120201
120130,120211
120130,120213
120132,120114
120132,120117
120132,120128
120132,120130
120132,120134
120132,120213
120133,090716
120133,120101
120133,120107
120133,120113
120133,120116
120133,120119
120133,120121
120133,120126
120133,120136
120134,120117
120134,120125
120134,120129
120134,120132
120134,120208
120134,120213
120134,120901
120134,120904
120135,090707
120135,120124
120135,120203
120135,120606
120136,120111
120136,120116
120136,120121
120136,120133
120136,120908
120201,120127
120201,120130
120201,120210
120201,120211
120201,120212
120201,120213
120201,120215
120202,120204
120202,120208
120202,120211
120202,120213
120202,120431
120203,120124
120203,120135
120203,120206
120203,120603
120203,120605
120203,120606
120204,120202
120204,120208
120204,120214
120204,120431
120204,120902
120204,120904
120204,120907
120205,120206
120205,120209
120205,120419
120206,120114
120206,120122
120206,120124
120206,120127
120206,120128
120206,120203
120206,120205
120206,120207
120206,120209
120206,120403
120206,120419
120206,120605
120207,120127
120207,120206
120207,120215
120207,120403
120208,120134
120208,120202
120208,120204
120208,120213
120208,120904
120209,120205
120209,120206
120209,120419
120210,120201
120210,120211
120210,120212
120210,120215
120210,120403
120210,120413
120210,120428
120210,120431
120211,120130
120211,120201
120211,120202
120211,120210
120211,120213
120211,120431
120212,120201
120212,120210
120212,120215
120213,120130
120213,120132
120213,120134
120213,120201
120213,120202
120213,120208
120213,120211
120213,120904
120214,120204
120214,120405
120214,120431
120214,120907
120214,120909
120214,151030
120215,120127
120215,120201
120215,120207
120215,120210
120215,120212
120215,120403
120301,120302
120301,120304
120301,120305
120301,120306
120301,120704
120301,190301
120301,190307
120302,120301
120302,120303
120302,120304
120302,120306
120302,190306
120302,190307
120303,120302
120303,120306
120303,120601
120303,120605
120303,120607
120303,120608
120303,190306
120304,120301
120304,120302
120304,190307
120305,120301
120305,120306
120305,120419
120305,120704
120305,120706
120306,120301
120306,120302
120306,120303
120306,120305
120306,120419
120306,120605
120306,120706
120401,120402
120401,120404
120401,120410
120401,120424
120401,120430
120401,120434
120402,120401
120402,120415
120402,120422
120402,120424
120402,120426
120402,120427
120402,120432
120402,120433
120402,120434
120402,120703
120403,120206
120403,120207
120403,120210
120403,120215
120403,120417
120403,120418
120403,120419
120403,120428
120404,120401
120404,120408
120404,120409
120404,120410
120404,120416
120404,120420
120404,120421
120404,120430
120405,120214
120405,120406
120405,120414
120405,120431
120405,120801
120405,120802
120405,120809
120405,150721
120405,151014
120405,151028
120405,151030
120406,120405
120406,120411
120406,120414
120406,120426
120406,120801
120406,120802
120407,120408
120407,120413
120407,120417
120407,120420
120407,120428
120408,120404
120408,120407
120408,120412
120408,120416
120408,120417
120408,120420
120408,120421
120409,120404
120409,120421
120409,120423
120409,120430
120409,120434
120410,120401
120410,120404
120410,120412
120410,120416
120410,120418
120410,120424
120410,120433
120411,120406
120411,120414
120411,120415
120411,120425
120411,120426
120411,120432
120412,120408
120412,120410
120412,120416
120412,120417
120412,120418
120413,120210
120413,120407
120413,120420
120413,120421
120413,120423
120413,120428
120413,120431
120414,120405
120414,120406
120414,120411
120414,120415
120414,120423
120414,120425
120414,120431
120415,120402
120415,120411
120415,120414
120415,120425
120415,120432
120415,120434
120416,120404
120416,120408
120416,120410
120416,120412
120416,120417
120417,120403
120417,120407
120417,120408
120417,120412
120417,120416
120417,120418
120417,120428
120418,120403
120418,120410
120418,120412
120418,120417
120418,120419
120418,120427
120418,120433
120419,120205
120419,120206
120419,120209
120419,120305
120419,120306
120419,120403
120419,120418
120419,120427
120419,120605
120419,120706
120419,120709
120420,120404
120420,120407
120420,120408
120420,120413
120420,120421
120421,120404
120421,120408
120421,120409
120421,120413
120421,120420
120421,120423
120422,120402
120422,120424
120422,120429
120422,120433
120423,120409
120423,120413
120423,120414
120423,120421
120423,120425
120423,120431
120423,120434
120424,120401
120424,120402
120424,120410
120424,120422
120424,120429
120424,120433
120425,120411
120425,120414
120425,120415
120425,120423
120425,120434
120426,120402
120426,120406
120426,120411
120426,120432
120426,120701
120426,120703
120426,120801
120427,120402
120427,120418
120427,120419
120427,120433
120427,120703
120427,120709
120428,120210
120428,120403
120428,120407
120428,120413
120428,120417
120428,120431
120429,120422
120429,120424
120429,120433
120430,120401
120430,120404
120430,120409
120430,120434
120431,120202
120431,120204
120431,120210
120431,120211
120431,120214
120431,120405
120431,120413
120431,120414
120431,120423
120431,120428
120432,120402
120432,120411
120432,120415
120432,120426
120433,120402
120433,120410
120433,120418
120433,120422
120433,120424
120433,120427
120433,120429
120434,120401
120434,120402
120434,120409
120434,120415
120434,120423
120434,120425
120434,120430
120501,120502
120501,120503
120501,120504
120501,120705
120501,120708
120501,120804
120501,120805
120501,120806
120501,120807
120502,120501
120502,120504
120502,190105
120502,190107
120503,120501
120503,120807
120503,190104
120503,190112
120504,120501
120504,120502
120504,120704
120504,120708
120504,190107
120504,190301
120504,190302
120601,120303
120601,120602
120601,120604
120601,120605
120601,120607
120601,120608
120602,120601
120602,120603
120602,120604
120602,120605
120603,120203
120603,120602
120603,120604
120603,120605
120603,120606
120604,120601
120604,120602
120604,120603
120604,120606
120604,120608
120605,120203
120605,120206
120605,120303
120605,120306
120605,120419
120605,120601
120605,120602
120605,120603
120606,050402
120606,050408
120606,080910
120606,090707
120606,090718
120606,120135
120606,120203
120606,120603
120606,120604
120606,120608
120607,120303
120607,120601
120607,120608
120608,050408
120608,080902
120608,080907
120608,080910
120608,120303
120608,120601
120608,120604
120608,120606
120608,120607
120608,190306
120608,250201
120608,250202
120701,120426
120701,120702
120701,120703
120701,120705
120701,120709
120701,120801
120701,120806
120702,120701
120702,120704
120702,120705
120702,120706
120702,120707
120702,120709
120703,120402
120703,120426
120703,120427
120703,120701
120703,120709
120704,120301
120704,120305
120704,120504
120704,120702
120704,120706
120704,120707
120704,120708
120704,190301
120705,120501
120705,120701
120705,120702
120705,120707
120705,120708
120705,120806
120706,120305
120706,120306
120706,120419
120706,120702
120706,120704
120706,120709
120707,120702
120707,120704
120707,120705
120707,120708
120708,120501
120708,120504
120708,120704
120708,120705
120708,120707
120709,120419
120709,120427
120709,120701
120709,120702
120709,120703
120709,120706
120801,120405
120801,120406
120801,120426
120801,120701
120801,120802
120801,120803
120801,120806
120801,120808
120801,120810
120802,120405
120802,120406
120802,120801
120802,120803
120802,120809
120803,120801
120803,120802
120803,120809
120803,120810
120804,120501
120804,120805
120804,120806
120804,120807
120804,150404
120804,150602
120804,150704
120804,150705
120804,150708
120805,120501
120805,120804
120805,120806
120805,120808
120805,120810
120805,150705
120806,120501
120806,120701
120806,120705
120806,120801
120806,120804
120806,120805
120806,120808
120807,120501
120807,120503
120807,120804
120807,150602
120807,150610
120807,190104
120808,120801
120808,120805
120808,120806
120808,120810
120809,120405
120809,120802
120809,120803
120809,120810
120809,150721
120809,150722
120810,120801
120810,120803
120810,120805
120810,120808
120810,120809
120810,150705
120810,150722
120901,120125
120901,120134
120901,120902
120901,120904
120901,120905
120901,120906
120901,120908
120902,120204
120902,120901
120902,120904
120902,120906
120902,120907
120902,120909
120903,120106
120903,120111
120903,120112
120903,120906
120903,120908
120903,120909
120904,120134
120904,120204
120904,120208
120904,120213
120904,120901
120904,120902
120905,120101
120905,120107
120905,120114
120905,120125
120905,120901
120905,120906
120905,120908
120906,120901
120906,120902
120906,120903
120906,120905
120906,120908
120906,120909
120907,120204
120907,120214
120907,120902
120907,120909
120908,120107
120908,120111
120908,120119
120908,120121
120908,120136
120908,120901
120908,120903
120908,120905
120908,120906
120909,120106
120909,120108
120909,120214
120909,120902
120909,120903
120909,120906
120909,120907
120909,151002
120909,151018
120909,151030
130101,130102
130101,130103
130101,130104
130101,130105
130101,130106
130101,130107
130101,130111
130102,130101
130102,130103
130102,130104
130102,130105
130102,130106
130103,130101
130103,130102
130103,130105
130104,130101
130104,130102
130104,130105
130104,130106
130104,130110
130104,130111
130104,130202
130104,130207
130105,130101
130105,130102
130105,130103
130105,130104
130106,130101
130106,130102
130106,130104
130106,130107
130106,130108
130106,130109
130106,130110
130106,130503
130106,130611
130106,131201
130107,130101
130107,130106
130107,130109
130107,130111
130108,130106
130108,130110
130108,130601
130108,130606
130108,130611
130109,130106
130109,130107
130109,131201
130110,130104
130110,130106
130110,130108
130110,130202
130110,130606
130110,130610
130110,130613
130111,130101
130111,130104
130111,130107
130201,060505
130201,130202
130201,130208
130202,060505
130202,130104
130202,130110
130202,130201
130202,130203
130202,130204
130202,130207
130202,130208
130202,130613
130202,131101
130202,131103
130203,130202
130203,130204
130203,130205
130203,130208
130204,130202
130204,130203
130204,130205
130204,130206
130204,130207
130205,130203
130205,130204
130205,130206
130205,130208
130206,130204
130206,130205
130206,130208
130206,130701
130207,130104
130207,130202
130207,130204
130208,060503
130208,060505
130208,130201
130208,130202
130208,130203
130208,130205
130208,130206
130208,130701
130301,060204
130301,061007
130301,130302
130301,130305
130301,130306
130301,220603
130302,060204
130302,130301
130302,130303
130302,130908
130302,220603
130303,130302
130303,130809
130303,130908
130303,220603
130304,010106
130304,060308
130304,061007
130304,130305
130304,130306
130305,010106
130305,010110
130305,130301
130305,130304
130305,130306
130305,220603
130306,061007
130306,130301
130306,130304
130306,130305
130401,060508
130401,061110
130401,130402
130401,130403
130401,130702
130401,130705
130402,061108
130402,061110
130402,130401
130402,130403
130402,140107
130402,140109
130402,140115
130402,140116
130403,130401
130403,130402
130403,130702
130403,140107
130501,130502
130501,130503
130501,130504
130501,130602
130501,130608
130501,131006
130502,130501
130502,130504
130502,131006
130503,130106
130503,130501
130503,130504
130503,130608
130503,130611
130503,131201
130504,130501
130504,130502
130504,130503
130504,131001
130504,131006
130504,131201
130504,131202
130601,130108
130601,130602
130601,130604
130601,130605
130601,130606
130601,130611
130601,130613
130601,130614
130601,131102
130601,131103
130602,130501
130602,130601
130602,130608
130602,130611
130602,130614
130602,131006
130604,130601
130604,130605
130604,130614
130605,060202
130605,130601
