ubigeo,neighbor_ubigeo
040407,040412
040407,040413
040407,040507
040407,040511
040407,040520
040408,040402
040408,040403
040408,040411
040408,040412
040408,040414
040408,040607
040409,040402
040409,040404
040409,040405
040409,040603
040410,040401
040410,040411
040410,040414
040410,040601
040410,040602
040410,040605
040410,040607
040411,040401
040411,040408
040411,040410
040411,040412
040411,040414
040412,040401
040412,040403
040412,040407
040412,040408
040412,040411
040412,040507
040413,040205
040413,040401
040413,040407
040413,040520
040413,040601
040414,040408
040414,040410
040414,040411
040414,040607
040501,040504
040501,040506
040501,040515
040501,040518
040501,040519
040502,040128
040502,040506
040502,040508
040502,040509
040502,040510
040502,040511
040502,040512
040502,040519
040503,040406
040503,040507
040503,040510
040503,040511
040503,040512
040503,040513
040503,040516
040504,040501
040504,040514
040504,040515
040504,040517
040504,040519
040504,080802
040504,210709
040505,040404
040505,040406
040505,040510
040505,040515
040505,040516
040505,040517
040505,040518
040505,040603
040505,080701
040505,080803
040505,080807
040506,040501
040506,040502
040506,040509
040506,040510
040506,040518
040506,040519
040507,040403
040507,040406
040507,040407
040507,040412
040507,040503
040507,040511
040508,040120
040508,040125
040508,040128
040508,040502
040508,040511
040509,040502
040509,040506
040509,040510
040509,040512
040509,040519
040510,040502
040510,040503
040510,040505
040510,040506
040510,040509
040510,040512
040510,040513
040510,040516
040510,040518
040511,040120
040511,040407
040511,040502
040511,040503
040511,040507
040511,040508
040511,040512
040511,040520
040512,040502
040512,040503
040512,040509
040512,040510
040512,040511
040512,040513
040513,040503
040513,040510
040513,040512
040513,040516
040514,040119
040514,040128
040514,040504
040514,040519
040514,210709
040514,211103
040515,040501
040515,040504
040515,040505
040515,040517
040515,040518
040516,040406
040516,040503
040516,040505
040516,040510
040516,040513
040517,040504
040517,040505
040517,040515
040517,080801
040517,080802
040517,080803
040517,080804
040517,080807
040518,040501
040518,040505
040518,040506
040518,040510
040518,040515
040519,040128
040519,040501
040519,040502
040519,040504
040519,040506
040519,040509
040519,040514
040520,040118
040520,040120
040520,040205
040520,040207
040520,040208
040520,040407
040520,040413
040520,040511
040601,040204
040601,040205
040601,040206
040601,040401
040601,040410
040601,040413
040601,040602
040601,040605
040602,040203
040602,040206
040602,040410
040602,040601
040602,040606
040602,040607
040602,040608
040603,040402
040603,040404
040603,040405
040603,040409
040603,040505
040603,040607
040603,040806
040603,080701
040603,080803
040604,040607
040604,040608
040604,040811
040605,040401
040605,040410
040605,040601
040606,040203
040606,040301
040606,040306
040606,040602
040606,040608
040607,040402
040607,040408
040607,040410
040607,040414
040607,040602
040607,040603
040607,040604
040607,040608
040607,040801
040607,040802
040607,040806
040607,040810
040607,040811
040608,040301
040608,040306
040608,040602
040608,040604
040608,040606
040608,040607
040608,040809
040608,040811
040701,040108
040701,040125
040701,040127
040701,040702
040701,040704
040701,040705
040702,040108
040702,040114
040702,040127
040702,040701
040702,040703
040702,040705
040702,040706
040702,180101
040702,180205
040703,040702
040703,040705
040703,040706
040704,040125
040704,040207
040704,040701
040705,040701
040705,040702
040705,040703
040706,040702
040706,040703
040706,180101
040706,180303
040801,040607
040801,040804
040801,040805
040801,040810
040801,040811
040802,040607
040802,040804
040802,040806
040802,040810
040803,040805
040803,040807
040803,040811
040803,050803
040803,050806
040803,050809
040804,030301
040804,030304
040804,030305
040804,040801
040804,040802
040804,040805
040804,040806
040804,040810
040804,050703
040805,030304
040805,040801
040805,040803
040805,040804
040805,040811
040805,050703
040805,050806
040806,030305
040806,040603
040806,040607
040806,040802
040806,040804
040806,080701
040807,040803
040807,040809
040807,040811
040807,050803
040807,050809
040808,040809
040808,050801
040808,050803
040809,040306
040809,040608
040809,040807
040809,040808
040809,040811
040809,050801
040809,050803
040810,040607
040810,040801
040810,040802
040810,040804
040811,040604
040811,040607
040811,040608
040811,040801
040811,040803
040811,040805
040811,040807
040811,040809
050101,050104
050101,050107
050101,050108
050101,050109
050101,050110
050101,050112
050101,050113
050101,050115
050102,050103
050102,050105
050102,050106
050102,050113
050102,050501
050102,050504
050102,050506
050102,051108
050103,050102
050103,050108
050103,050113
050103,050501
050104,050101
050104,050105
050104,050110
050104,050112
050105,050102
050105,050104
050105,050110
050105,050112
050105,050113
050105,050114
050105,050201
050105,050203
050105,051108
050106,030604
050106,050102
050106,050506
050106,051104
050106,051108
050107,050101
050107,050108
050107,050109
050107,050115
050107,050403
050107,050404
050108,050101
050108,050103
050108,050107
050108,050113
050108,050115
050108,050403
050108,050501
050108,050508
050109,050101
050109,050107
050109,050111
050109,050112
050109,050114
050109,050404
050109,090305
050109,090311
050110,050101
050110,050104
050110,050105
050110,050113
050111,050109
050111,090305
050111,090309
050111,090310
050111,090311
050112,050101
050112,050104
050112,050105
050112,050109
050112,050114
050113,050101
050113,050102
050113,050103
050113,050105
050113,050108
050113,050110
050113,050115
050114,050105
050114,050109
050114,050112
050114,050202
050114,050203
050114,050205
050114,090301
050114,090311
050114,090607
050115,050101
050115,050107
050115,050108
050115,050113
050201,050105
050201,050203
050201,050204
050201,051001
050201,051002
050201,051007
050201,051108
050202,050114
050202,050203
050202,050204
050202,050205
050202,050206
050202,051002
050202,051008
050202,051011
050202,051012
050203,050105
050203,050114
050203,050201
050203,050202
050203,050204
050204,050201
050204,050202
050204,050203
050204,051002
050205,050114
050205,050202
050205,050206
050205,051012
050205,090607
050206,050202
050206,050205
050206,051011
050206,051012
050301,050302
050301,050303
050301,050304
050301,050602
050301,050608
050301,050610
050301,050618
050301,090607
050301,090608
050301,090614
050302,050301
050302,050303
050302,050304
050302,051008
050302,051009
050302,051011
050303,050301
050303,050302
050303,050602
050303,051001
050303,051005
050303,051009
050304,050301
050304,050302
050304,051011
050304,051012
050304,090607
050401,050403
050401,050404
050401,050405
050401,050406
050401,050407
050401,050503
050401,050508
050401,090305
050402,050406
050402,050408
050402,090503
050402,090509
050402,090510
050402,090705
050402,090718
050402,120606
050403,050107
050403,050108
050403,050401
050403,050404
050403,050508
050404,050107
050404,050109
050404,050401
050404,050403
050404,090305
050405,050401
050405,050406
050405,090205
050405,090305
050405,090505
050406,050401
050406,050402
050406,050405
050406,050407
050406,050408
050406,090501
050406,090505
050406,090509
050407,050401
050407,050406
050407,050408
050407,050503
050407,080910
050408,050402
050408,050406
050408,050407
050408,080910
050408,120606
050408,120608
050501,050102
050501,050103
050501,050108
050501,050502
050501,050504
050501,050507
050501,050508
050501,080907
050502,030604
050502,050501
050502,050504
050502,050505
050502,080907
050502,080909
050503,050401
050503,050407
050503,050507
050503,050508
050503,080907
050503,080910
050504,030604
050504,050102
050504,050501
050504,050502
050504,050506
050505,030202
050505,030208
050505,030219
050505,030604
050505,030605
050505,030606
050505,050502
050505,080909
050506,030604
050506,050102
050506,050106
050506,050504
050507,050501
050507,050503
050507,050508
050507,080907
050508,050108
050508,050401
050508,050403
050508,050501
050508,050503
050508,050507
050601,050604
050601,050605
050601,050606
050601,050611
050601,050615
050601,050616
050601,050617
050601,050701
050602,050301
050602,050303
050602,050603
050602,050611
050602,050618
050602,050620
050602,050905
050602,051003
050602,051005
050603,050602
050603,050604
050603,050606
050603,050611
050603,050620
050603,050905
050604,050601
050604,050603
050604,050606
050604,050611
050605,050601
050605,050617
050605,050619
050605,050701
050605,050702
050605,050705
050606,030210
050606,050601
050606,050603
050606,050604
050606,050701
050606,050905
050606,050906
050606,050908
050606,050911
050607,050610
050607,090606
050607,090614
050607,110403
050607,110405
050608,050301
050608,050610
050608,050612
050608,050618
050608,110401
050609,050611
050609,050613
050609,050621
050609,110301
050609,110303
050609,110305
050610,050301
050610,050607
050610,050608
050610,090614
050610,110401
050610,110403
050611,050601
050611,050602
050611,050603
050611,050604
050611,050609
050611,050613
050611,050615
050611,050616
050611,050618
050611,050621
050612,050608
050612,050613
050612,050618
050612,110303
050612,110401
050612,110402
050613,050609
050613,050611
050613,050612
050613,050618
050613,110303
050614,050615
050614,050617
050614,050621
050615,050601
050615,050611
050615,050614
050615,050616
050615,050617
050615,050621
050616,050601
050616,050611
050616,050615
050617,040302
050617,040305
050617,050601
050617,050605
050617,050614
050617,050615
050617,050619
050617,050621
050618,050301
050618,050602
050618,050608
050618,050611
050618,050612
050618,050613
050619,040302
050619,040304
050619,040310
050619,050605
050619,050617
050619,050705
050620,050602
050620,050603
050620,050905
050620,050906
050620,051003
050621,040302
050621,040305
050621,050609
050621,050611
050621,050614
050621,050615
050621,050617
050621,110304
050621,110305
050701,030210
050701,030406
050701,050601
050701,050605
050701,050606
050701,050702
050701,050708
050701,050804
050702,050605
050702,050701
050702,050705
050702,050706
050702,050804
050703,030304
050703,030406
050703,040804
050703,040805
050703,050704
050703,050708
050703,050806
050704,050703
050704,050707
050704,050708
050704,050804
050704,050806
050705,040304
050705,040309
050705,040310
050705,040312
050705,050605
050705,050619
050705,050702
050705,050706
050706,040306
050706,040312
050706,050702
050706,050705
050706,050801
050706,050804
050706,050810
050707,050704
050707,050708
050707,050804
050707,050805
050707,050806
050707,050808
050708,030406
050708,050701
050708,050703
050708,050704
050708,050707
050708,050804
050801,040306
050801,040808
050801,040809
050801,050706
050801,050802
050801,050803
050801,050804
050801,050807
050801,050810
050802,050801
050802,050803
050802,050804
050802,050805
050802,050806
050802,050808
050802,050809
050803,040803
050803,040807
050803,040808
050803,040809
050803,050801
050803,050802
050803,050809
050804,050701
050804,050702
050804,050704
050804,050706
050804,050707
050804,050708
050804,050801
050804,050802
050804,050805
050804,050807
050804,050810
050805,050707
050805,050802
050805,050804
050805,050808
050806,040803
050806,040805
050806,050703
050806,050704
050806,050707
050806,050802
050806,050808
050806,050809
050807,050801
050807,050804
050807,050810
050808,050707
050808,050802
050808,050805
050808,050806
050809,040803
050809,040807
050809,050802
050809,050803
050809,050806
050810,050706
050810,050801
050810,050804
050810,050807
050901,050903
050901,050904
050901,050906
050901,050909
050901,050911
050901,051003
050901,051005
050901,051106
050902,030212
050902,050903
050902,051102
050902,051103
050902,051105
050903,030212
050903,050901
050903,050902
050903,050904
050903,051102
050903,051106
050904,030203
050904,030212
050904,050901
050904,050903
050904,050909
050905,050602
050905,050603
050905,050606
050905,050620
050905,050906
050905,051003
050906,050606
050906,050620
050906,050901
050906,050905
050906,050911
050906,051003
050906,051004
050907,030206
050907,030214
050907,050909
050907,050910
050908,030210
050908,050606
050908,050911
050909,030203
050909,030214
050909,050901
050909,050904
050909,050907
050909,050910
050909,050911
050910,030206
050910,030211
050910,050907
050910,050909
050910,050911
050911,030210
050911,030211
050911,050606
050911,050901
050911,050906
050911,050908
050911,050909
050911,050910
051001,050201
051001,050303
051001,051002
051001,051005
051001,051006
051001,051007
051001,051009
051001,051010
051002,050201
051002,050202
051002,050204
051002,051001
051002,051008
051002,051009
051002,051011
051003,050602
051003,050620
051003,050901
051003,050905
051003,050906
051003,051004
051003,051005
051004,050906
051004,051003
051005,050303
051005,050602
051005,050901
051005,051001
051005,051003
051005,051010
051005,051106
051006,051001
051006,051007
051006,051010
051006,051102
051006,051105
051007,050201
051007,051001
051007,051006
051007,051101
051007,051105
051007,051108
051008,050202
051008,050302
051008,051002
051008,051009
051008,051011
051009,050302
051009,050303
051009,051001
051009,051002
051009,051008
051010,051001
051010,051005
051010,051006
051010,051102
051010,051105
051010,051106
051011,050202
051011,050206
051011,050302
051011,050304
051011,051002
051011,051008
051011,051012
051012,050202
051012,050205
051012,050206
051012,050304
051012,051011
051012,090607
051101,030603
051101,051007
051101,051104
051101,051105
051101,051107
051101,051108
051102,050902
051102,050903
051102,051006
051102,051010
051102,051105
051102,051106
051103,030212
051103,050902
051103,051105
051103,051107
051104,030601
051104,030603
051104,030604
051104,050106
051104,051101
051104,051108
051105,050902
051105,051006
051105,051007
051105,051010
051105,051101
051105,051102
051105,051103
051105,051107
051106,050901
051106,050903
051106,051005
051106,051010
051106,051102
051107,030212
051107,030603
051107,030607
051107,051101
051107,051103
051107,051105
051108,050102
051108,050105
051108,050106
051108,050201
051108,051007
051108,051101
051108,051104
060101,060103
060101,060105
060101,060106
060101,060107
060101,060108
060101,060109
060101,060112
060101,061201
060101,061204
060102,060104
060102,060106
060102,060109
060102,060112
060102,060501
060103,060101
060103,060109
060103,061201
060103,061202
060104,060102
060104,060106
060104,060202
060104,060501
060104,131101
060104,131102
060104,131104
060105,060101
060105,060108
060105,060111
060105,060304
060105,060308
060105,060309
060105,060310
060105,060701
060105,060703
060105,061004
060105,061204
060106,060101
060106,060102
060106,060104
060106,060107
060106,060110
060106,060111
060106,060112
060106,060202
060106,061001
060107,060101
060107,060106
060107,060108
060107,060111
060108,060101
060108,060105
060108,060107
060108,060111
060109,060101
060109,060102
060109,060103
060109,060112
060109,060501
060109,060502
060109,061202
060110,060106
060110,060111
060110,061001
060110,061004
060111,060105
060111,060106
060111,060107
060111,060108
060111,060110
060111,061004
060112,060101
060112,060102
060112,060106
060112,060109
060201,060202
060201,060203
060201,060204
060201,130905
060201,130906
060202,060104
060202,060106
060202,060201
060202,060203
060202,061001
060202,061003
060202,130605
060202,130614
060202,130906
060202,131104
060203,060201
060203,060202
060203,060204
060203,061003
060203,061005
060204,060201
060204,060203
060204,061003
060204,061005
060204,061006
060204,061007
060204,130301
060204,130302
060204,130905
060204,130908
060301,010103
060301,010503
060301,060302
060301,060304
060301,060306
060301,060307
060301,060311
060301,060312
060302,010503
060302,010514
060302,060301
060302,060303
060302,060307
060303,010513
060303,010514
060303,060302
060303,060307
060303,060403
060303,060406
060303,060413
060304,060105
060304,060301
060304,060306
060304,060307
060304,060309
060304,060310
060304,060312
060304,060701
060305,010106
060305,060306
060305,060308
060305,060310
060305,060311
060306,060301
060306,060304
060306,060305
060306,060310
060306,060311
060307,060301
060307,060302
060307,060303
060307,060304
060307,060312
060307,060413
060307,060701
060308,010106
060308,060105
060308,060305
060308,060310
060308,061004
060308,061007
060308,130304
060309,060105
060309,060304
060309,060310
060310,060105
060310,060304
060310,060305
060310,060306
060310,060308
060310,060309
060311,010103
060311,010106
060311,060301
060311,060305
060311,060306
060312,060301
060312,060304
060312,060307
060401,060404
060401,060408
060401,060410
060401,060419
060401,060601
060401,060701
060401,060702
060401,060703
060402,060405
060402,060417
060402,060610
060402,060614
060403,060303
060403,060406
060403,060413
060403,060417
060403,060419
060404,060401
060404,060408
060404,060417
060404,060601
060405,010502
060405,010515
060405,060402
060405,060406
060405,060414
060405,060417
060405,060610
060406,010513
060406,010515
060406,060303
060406,060403
060406,060405
060406,060417
060407,060409
060407,060410
060407,060601
060407,061304
060408,060401
060408,060404
060408,060417
060408,060419
060409,060407
060409,060411
060409,060415
060409,060601
060409,061304
060409,061309
060410,060401
060410,060407
060410,060601
060410,060702
060410,061304
060410,061310
060411,060409
060411,060412
060411,060415
060411,060416
060411,061303
060411,061309
060411,140102
060411,140110
060412,060411
060412,060415
060412,060416
060412,060418
060412,060607
060412,140102
060412,140203
060412,140205
060413,060303
060413,060307
060413,060403
060413,060419
060413,060701
060414,010502
060414,010706
060414,060405
060414,060604
060414,060605
060414,060610
060415,060409
060415,060411
060415,060412
060415,060416
060415,060601
060415,060607
060416,060411
060416,060412
060416,060415
060417,060402
060417,060403
060417,060404
060417,060405
060417,060406
060417,060408
060417,060419
060417,060601
060417,060614
060418,060412
060418,140102
060418,140205
060419,060401
060419,060403
060419,060408
060419,060413
060419,060417
060419,060701
060501,060102
060501,060104
060501,060109
060501,060502
060501,060504
060501,060505
060501,060506
060501,131101
060502,060109
060502,060501
060502,060506
060502,060507
060502,061202
060503,060504
060503,060505
060503,060507
060503,060508
060503,130208
060503,130701
060504,060501
060504,060503
060504,060505
060504,060506
060504,060507
060505,060501
060505,060503
060505,060504
060505,130201
060505,130202
060505,130208
060505,131101
060506,060501
060506,060502
060506,060504
060506,060507
060507,060502
060507,060503
060507,060504
060507,060506
060507,060508
060507,061101
060507,061202
060508,060503
060508,060507
060508,061101
060508,061110
060508,061113
060508,130401
060508,130701
060508,130702
060508,130705
060601,060401
060601,060404
060601,060407
060601,060409
060601,060410
060601,060415
060601,060417
060601,060602
060601,060607
060601,060612
060601,060614
060602,060601
060602,060607
060602,060608
060602,060611
060602,060612
060602,060804
060602,060808
060603,010703
060603,060606
060603,060615
060603,060801
060603,060802
060603,060804
060604,010706
060604,010707
060604,060414
060604,060605
060604,060609
060604,060613
060605,060414
060605,060604
060605,060609
060605,060610
060606,060603
060606,060608
060606,060611
060606,060613
060606,060615
060606,060804
060607,060412
060607,060415
060607,060601
060607,060602
060607,060612
060607,060808
060607,140202
060607,140203
060608,060602
060608,060606
060608,060609
060608,060611
060608,060612
060608,060613
060608,060614
060609,060604
060609,060605
060609,060608
060609,060610
060609,060613
060609,060614
060610,060402
060610,060405
060610,060414
060610,060605
060610,060609
060610,060614
060611,060602
060611,060606
060611,060608
060611,060804
060612,060601
060612,060602
060612,060607
060612,060608
060612,060614
060613,010703
060613,010707
060613,060604
060613,060606
060613,060608
060613,060609
060613,060615
060614,060402
060614,060417
060614,060601
060614,060608
060614,060609
060614,060610
060614,060612
060615,010703
060615,060603
060615,060606
060615,060613
060701,060105
060701,060304
060701,060307
060701,060401
060701,060413
060701,060419
060701,060703
060702,060401
060702,060410
060702,060703
060702,061104
060702,061306
060702,061310
060703,060105
060703,060401
060703,060701
060703,060702
060703,061104
060703,061107
060703,061204
060801,060603
060801,060802
060801,060803
060801,060804
060801,060805
060801,060806
060801,060811
060802,010201
060802,010703
060802,010704
060802,060603
060802,060801
060802,060805
060802,060806
060802,060811
060802,060812
060802,060902
060802,060903
060802,060904
060803,060801
060803,060804
060803,060807
060803,060809
060803,060810
060803,060811
060803,060907
060804,060602
060804,060603
060804,060606
060804,060611
060804,060801
060804,060803
060804,060807
060804,060808
060805,060801
060805,060802
060805,060806
060805,060811
060806,060801
060806,060802
060806,060805
060807,060803
060807,060804
060807,060808
060807,060810
060807,140202
060807,140310
060807,200304
060808,060602
060808,060607
060808,060804
060808,060807
060808,140202
060809,060803
060809,060810
060809,060907
060809,200304
060809,200307
060810,060803
060810,060807
060810,060809
060810,200304
060811,060801
060811,060802
060811,060803
060811,060805
060811,060904
060811,060907
060812,010201
060812,010202
060812,060802
060812,060903
060901,060902
060901,060905
060901,060906
060901,060907
060902,060802
060902,060901
060902,060903
060902,060904
060902,060906
060902,060907
060903,010202
060903,010205
060903,060802
060903,060812
060903,060902
060903,060906
060904,060802
060904,060811
060904,060902
060904,060907
060905,060901
060905,060907
060905,200303
060906,060901
060906,060902
060906,060903
060907,060803
060907,060809
060907,060811
060907,060901
060907,060902
060907,060904
060907,060905
060907,200301
060907,200303
060907,200307
061001,060106
061001,060110
061001,060202
061001,061002
061001,061003
061001,061004
061001,061005
061001,061006
061001,061007
061002,061001
061002,061003
061002,061005
061003,060202
061003,060203
061003,060204
061003,061001
061003,061002
061003,061005
061004,060105
061004,060110
061004,060111
061004,060308
061004,061001
061004,061007
061005,060203
061005,060204
061005,061001
061005,061002
061005,061003
061005,061006
061006,060204
061006,061001
061006,061005
061006,061007
061007,060204
061007,060308
061007,061001
061007,061004
061007,061006
061007,130301
061007,130304
061007,130306
061101,060507
061101,060508
061101,061103
061101,061105
061101,061107
061101,061111
061101,061113
061101,061201
061101,061202
061101,061203
061102,061108
061102,061109
061102,061110
061103,061101
061103,061105
061103,061106
061103,061107
061103,061109
061103,061112
061103,061303
061103,061307
061104,060702
061104,060703
061104,061107
061104,061112
061104,061306
061105,061101
061105,061103
061105,061109
061105,061113
061106,061103
061106,061109
061106,061303
061106,140110
061107,060703
061107,061101
061107,061103
061107,061104
061107,061111
061107,061112
061107,061204
061108,061102
061108,061109
061108,061110
061108,130402
061108,140109
061108,140110
061109,061102
061109,061103
061109,061105
061109,061106
061109,061108
061109,061110
061109,061113
061109,140110
061110,060508
061110,061102
061110,061108
061110,061109
061110,061113
061110,130401
061110,130402
061111,061101
061111,061107
061111,061201
061111,061204
061112,061103
061112,061104
061112,061107
061112,061306
061112,061307
061112,061311
061113,060508
061113,061101
061113,061105
061113,061109
061113,061110
061201,060101
061201,060103
061201,061101
061201,061111
061201,061202
061201,061203
061201,061204
061202,060103
061202,060109
061202,060502
061202,060507
061202,061101
061202,061201
061202,061203
061203,061101
061203,061201
061203,061202
061204,060101
061204,060105
061204,060703
061204,061107
061204,061111
061204,061201
061301,061303
061301,061304
061301,061305
061301,061307
061301,061308
061301,061309
061301,061311
061302,061305
061302,061306
061302,061311
061303,060411
061303,061103
061303,061106
061303,061301
061303,061307
061303,061309
061303,140110
061304,060407
061304,060409
061304,060410
061304,061301
061304,061305
061304,061309
061304,061310
061305,061301
061305,061302
061305,061304
061305,061306
061305,061308
061305,061310
061305,061311
061306,060702
061306,061104
061306,061112
061306,061302
061306,061305
061306,061310
061306,061311
061307,061103
061307,061112
061307,061301
061307,061303
061307,061308
061307,061311
061308,061301
061308,061305
061308,061307
061308,061311
061309,060409
061309,060411
061309,061301
061309,061303
061309,061304
061310,060410
061310,060702
061310,061304
061310,061305
061310,061306
061311,061112
061311,061301
061311,061302
061311,061305
061311,061306
061311,061307
061311,061308
070101,070102
070101,070103
070101,070104
070101,070106
070101,150101
070101,150135
070102,070101
070102,070104
070102,150101
070102,150136
070103,070101
070103,150101
070103,150135
070104,070101
070104,070102
070104,150136
070106,070101
070106,150102
070106,150125
070106,150135
070106,150139
080101,080102
080101,080103
080101,080105
080101,080106
080101,080108
080101,080303
080101,080402
080101,080407
080101,081302
080102,080101
080102,080103
080102,080106
080102,080301
080102,080304
080102,080308
080102,081005
080103,080101
080103,080102
080103,080303
080103,080308
080104,080105
080104,080107
080104,080406
080104,080407
080104,081009
080104,081208
080104,081211
080105,080101
080105,080104
080105,080106
080105,080108
080105,080407
080105,081009
080106,080101
080106,080102
080106,080105
080106,080108
080106,081005
080106,081009
080107,080104
080107,080406
080107,081211
080108,080101
080108,080105
080108,080106
080201,080203
080201,080205
080201,080206
080201,080207
080201,081207
080201,081212
080202,080204
080202,080205
080202,080207
080202,080508
080202,080602
080203,080201
080203,080205
080203,080206
080203,081004
080203,081006
080203,081008
080204,080202
080204,080205
080204,080506
080204,080508
080204,080602
080204,080603
080205,080201
080205,080202
080205,080203
080205,080204
080205,080207
080205,080508
080205,080705
080205,081006
080206,080201
080206,080203
080206,081001
080206,081004
080206,081202
080206,081207
080206,081208
080207,080201
080207,080202
080207,080205
080207,080602
080207,081206
080207,081212
080301,080102
080301,080303
080301,080304
080301,080305
080301,080308
080301,080309
080301,081302
080301,081305
080302,080304
080302,080305
080302,080306
080302,080309
080303,080101
080303,080103
080303,080301
080303,080308
080303,081302
080304,030104
080304,030501
080304,030502
080304,080102
080304,080301
080304,080302
080304,080306
080304,080309
080304,081005
080305,080301
080305,080302
080305,080306
080305,080309
080305,081305
080305,081306
080306,030104
080306,080302
080306,080304
080306,080305
080306,080307
080306,080908
080306,081304
080306,081306
080307,030104
080307,030108
080307,080306
080307,080908
080307,081304
080308,080102
080308,080103
080308,080301
080308,080303
080309,080301
080309,080302
080309,080304
080309,080305
080401,080402
080401,080403
080401,080404
080401,081103
080401,081104
080401,081301
080401,081302
080401,081303
080401,081307
080402,080101
080402,080401
080402,080403
080402,080405
080402,080407
080402,081302
080403,080401
080403,080402
080403,080405
080403,081104
080404,080401
080404,080408
080404,080905
080404,081103
080404,081301
080404,081306
080405,080402
080405,080403
080405,080406
080405,080407
080405,081104
080406,080104
080406,080107
080406,080405
080406,080407
080406,081102
080406,081104
080406,081208
080406,081211
080407,080101
080407,080104
080407,080105
080407,080402
080407,080405
080407,080406
080408,080404
080408,080905
080408,080906
080408,081103
080408,081106
080408,170201
080501,080504
080501,080506
080501,080507
080501,080508
080501,080601
080501,080606
080501,080608
080501,080705
080502,080503
080502,080504
080502,080507
080502,080705
080502,080803
080502,080806
080503,080502
080503,080504
080503,080505
080503,080806
080504,080501
080504,080502
080504,080503
080504,080505
080504,080507
080504,080601
080504,080604
080505,080503
080505,080504
080505,080604
080505,080806
080505,080808
080505,210805
080505,210806
080505,210808
080506,080204
080506,080501
080506,080508
080506,080603
080506,080608
080507,080501
080507,080502
080507,080504
080507,080705
080508,080202
080508,080204
080508,080205
080508,080501
080508,080506
080508,080705
080601,080501
080601,080504
080601,080604
080601,080606
080601,210806
080602,080202
080602,080204
080602,080207
080602,080603
080602,080605
080602,080606
080602,081206
080602,210305
080603,080204
080603,080506
080603,080602
080603,080606
080603,080607
080603,080608
080604,080504
080604,080505
080604,080601
080604,210806
080605,080602
080605,081206
080605,081209
080605,081210
080605,210305
080606,080501
080606,080601
080606,080602
080606,080603
080606,080607
080606,080608
080606,210305
080606,210806
080607,080603
080607,080606
080607,080608
080608,080501
080608,080506
080608,080603
080608,080606
080608,080607
080701,030305
080701,040505
080701,040603
080701,040806
080701,080703
080701,080704
080701,080706
080701,080708
080701,080803
080702,030505
080702,080703
080702,080704
080702,081002
080702,081003
080702,081006
080703,080701
080703,080702
080703,080704
080703,080705
080703,080708
080703,081006
080704,030504
080704,030505
080704,080701
080704,080702
080704,080703
080704,080706
080704,080707
080704,081006
080705,080205
080705,080501
080705,080502
080705,080507
080705,080508
080705,080703
080705,080708
080705,080803
080705,081006
080706,030305
080706,030504
080706,080701
080706,080704
080706,080707
080707,030504
080707,080704
080707,080706
080708,080701
080708,080703
080708,080705
080708,080803
080801,040517
080801,080803
080801,080804
080801,080805
080801,080806
080801,080808
080802,040504
080802,040517
080802,080804
080802,080805
080802,210705
080802,210709
080803,040505
080803,040517
080803,040603
080803,080502
080803,080701
080803,080705
080803,080708
080803,080801
080803,080806
080803,080807
080804,040517
080804,080801
080804,080802
080804,080805
080805,080801
080805,080802
080805,080804
080805,080808
080805,210705
080805,210803
080805,210804
080805,210805
080806,080502
080806,080503
080806,080505
080806,080801
080806,080803
080806,080808
080807,040505
080807,040517
080807,080803
080808,080505
080808,080801
080808,080805
080808,080806
080808,210805
080901,080902
080901,080904
080901,080909
080902,080901
080902,080904
080902,080905
080902,080906
080902,080907
080902,080909
080902,120608
080902,170201
080902,170202
080902,250202
080903,080904
080903,080905
080903,080908
080903,081304
080903,081306
080904,080901
080904,080902
080904,080903
080904,080905
080904,080908
080904,080909
080905,080404
080905,080408
080905,080902
080905,080903
080905,080904
080905,080906
080905,081306
080906,080408
080906,080902
080906,080905
080906,170201
080907,050501
080907,050502
080907,050503
080907,050507
080907,080902
080907,080909
080907,080910
080907,120608
080908,030105
080908,030108
080908,080306
080908,080307
080908,080903
080908,080904
080908,080909
080908,081304
080909,030105
080909,030208
080909,050502
080909,050505
080909,080901
080909,080902
080909,080904
080909,080907
080909,080908
080910,050407
080910,050408
080910,050503
080910,080907
080910,120606
080910,120608
081001,080206
081001,081004
081001,081007
081001,081009
081001,081208
081002,080702
081002,081003
081002,081004
081002,081006
081002,081008
081003,030501
081003,030505
081003,080702
081003,081002
081003,081004
081003,081005
081003,081007
081004,080203
081004,080206
081004,081001
081004,081002
081004,081003
081004,081007
081004,081008
081005,030501
081005,080102
081005,080106
081005,080304
081005,081003
081005,081007
081005,081009
081006,080203
081006,080205
081006,080702
081006,080703
081006,080704
081006,080705
081006,081002
081006,081008
081007,081001
081007,081003
081007,081004
081007,081005
081007,081009
081008,080203
081008,081002
081008,081004
081008,081006
081009,080104
081009,080105
081009,080106
081009,081001
081009,081005
081009,081007
081009,081208
081101,081103
081101,081104
081101,081106
081101,081204
081101,081205
081102,080406
081102,081104
081102,081105
081102,081201
081102,081202
081102,081205
081102,081208
081103,080401
081103,080404
081103,080408
081103,081101
081103,081104
081103,081106
081104,080401
081104,080403
081104,080405
081104,080406
081104,081101
081104,081102
081104,081103
081104,081105
081104,081205
081105,081102
081105,081104
081105,081205
081106,080408
081106,081101
081106,081103
081106,081203
081106,081204
081106,081209
081106,081210
081106,170201
081106,170203
081201,081102
081201,081202
081201,081205
081201,081207
081201,081212
